ID	LID	DOCULECT	CONCEPT	VALUE	COGID
1477	Allen2007-1477	Jianchuan	Buddha	ve⁴²	101
1478	Allen2007-1478	Eryuan	Buddha	we⁴²	101
1479	Allen2007-1479	Heqing	Buddha	we⁴²	101
1480	Allen2007-1480	Lanping	Buddha	ve⁴²	101
1481	Allen2007-1481	Qiliqiao	Buddha	we⁴²	101
1482	Allen2007-1482	Yunlong	Buddha	wɛ⁴²tsʰɛ⁵⁵	100
1483	Allen2007-1483	Xiangyun	Buddha	wẽ⁴²	101
1484	Allen2007-1484	Luobenzhuo	Buddha	we⁴²	101
1485	Allen2007-1485	Zhoucheng	Buddha	ve⁴²	101
3673	Allen2007-3673	Jianchuan	CLS for axe	tsʰɤ³¹	420
3674	Allen2007-3674	Eryuan	CLS for axe	tʂʰɤ³¹	420
3675	Allen2007-3675	Heqing	CLS for axe	tɕʰuɔ³¹	420
3676	Allen2007-3676	Lanping	CLS for axe	tsʰɛ⁴²	420
3677	Allen2007-3677	Qiliqiao	CLS for axe	tsʰɤ³¹	420
3678	Allen2007-3678	Yunlong	CLS for axe	pa⁴²	826
3679	Allen2007-3679	Xiangyun	CLS for axe	we³¹	544
3680	Allen2007-3680	Luobenzhuo	CLS for axe	ʂɛ³³	545
3681	Allen2007-3681	Zhoucheng	CLS for axe	tsʰɤ³¹	420
3646	Allen2007-3646	Jianchuan	CLS for bowl	pe²¹	416
3647	Allen2007-3647	Eryuan	CLS for bowl	pe²¹	416
3648	Allen2007-3648	Heqing	CLS for bowl	pe²¹	416
3649	Allen2007-3649	Lanping	CLS for bowl	pe²¹	416
3650	Allen2007-3650	Qiliqiao	CLS for bowl	pe²¹	416
3651	Allen2007-3651	Yunlong	CLS for bowl	pe²¹	416
3652	Allen2007-3652	Xiangyun	CLS for bowl	kɯ⁴²pe²¹	417
3653	Allen2007-3653	Luobenzhuo	CLS for bowl	pʰɔ⁵⁵	416
3654	Allen2007-3654	Zhoucheng	CLS for bowl	pe²¹	416
3655	Allen2007-3655	Jianchuan	CLS for chicken	tɛ²¹	1166
3656	Allen2007-3656	Eryuan	CLS for chicken	tɯ²¹	1166
3657	Allen2007-3657	Heqing	CLS for chicken	tɯ²¹	1166
3658	Allen2007-3658	Lanping	CLS for chicken	tiɯ²¹	1166
3659	Allen2007-3659	Qiliqiao	CLS for chicken	tɯ²¹	1166
3660	Allen2007-3660	Yunlong	CLS for chicken	tɯ²¹	1166
3661	Allen2007-3661	Xiangyun	CLS for chicken	we³¹	1175
3662	Allen2007-3662	Luobenzhuo	CLS for chicken	ʈɯ³¹	1166
3663	Allen2007-3663	Zhoucheng	CLS for chicken	tɯ²¹	1166
3727	Allen2007-3727	Jianchuan	CLS for clothing	kʰõ⁵⁵	1216
3728	Allen2007-3728	Eryuan	CLS for clothing	kʰɔ⁵⁵	1216
3729	Allen2007-3729	Heqing	CLS for clothing	kʰɔu⁵⁵	1216
3730	Allen2007-3730	Lanping	CLS for clothing	kʰɔ̃⁵⁵	1216
3731	Allen2007-3731	Qiliqiao	CLS for clothing	kʰo⁵⁵	1216
3732	Allen2007-3732	Yunlong	CLS for clothing	kʰɔ⁵⁵	1216
3733	Allen2007-3733	Xiangyun	CLS for clothing	kʰã⁵⁵	1216
3734	Allen2007-3734	Luobenzhuo	CLS for clothing	kʰɤ̃⁵⁵	1216
3735	Allen2007-3735	Zhoucheng	CLS for clothing	kʰo⁵⁵	1216
3718	Allen2007-3718	Jianchuan	CLS for drop of water	tĩ³³	424
3719	Allen2007-3719	Eryuan	CLS for drop of water	te³³/tɔ⁴⁴	546
3720	Allen2007-3720	Heqing	CLS for drop of water	tiɛ³³	424
3721	Allen2007-3721	Lanping	CLS for drop of water	tĩɛ̃³³	424
3722	Allen2007-3722	Qiliqiao	CLS for drop of water	to⁴⁴	547
3723	Allen2007-3723	Yunlong	CLS for drop of water	ti³³	424
3724	Allen2007-3724	Xiangyun	CLS for drop of water	tĩ³³	424
3725	Allen2007-3725	Luobenzhuo	CLS for drop of water	to⁵⁵	547
3726	Allen2007-3726	Zhoucheng	CLS for drop of water	to³³	547
3709	Allen2007-3709	Jianchuan	CLS for grain of rice	kʰou³³	1184
3710	Allen2007-3710	Eryuan	CLS for grain of rice	kʰɔ³³	1184
3711	Allen2007-3711	Heqing	CLS for grain of rice	kʰuɔ³³	1184
3712	Allen2007-3712	Lanping	CLS for grain of rice	kʰu³³	1184
3713	Allen2007-3713	Qiliqiao	CLS for grain of rice	ɔ³³	1193
3714	Allen2007-3714	Yunlong	CLS for grain of rice	kʰɔ³³	1184
3715	Allen2007-3715	Xiangyun	CLS for grain of rice	kʰuɔ³³kɯ⁴²	1176
3716	Allen2007-3716	Luobenzhuo	CLS for grain of rice	qʰɔ³¹	1184
3717	Allen2007-3717	Zhoucheng	CLS for grain of rice	kʰuɔ³³	1184
3664	Allen2007-3664	Jianchuan	CLS for knife	tsɿ³³	419
3665	Allen2007-3665	Eryuan	CLS for knife	tsɯ³³	419
3666	Allen2007-3666	Heqing	CLS for knife	tsɿ³³	419
3667	Allen2007-3667	Lanping	CLS for knife	tsɯ̃³³	419
3668	Allen2007-3668	Qiliqiao	CLS for knife	tsɿ³³	419
3669	Allen2007-3669	Yunlong	CLS for knife	tsɯ³³	419
3670	Allen2007-3670	Xiangyun	CLS for knife	tsɿ³³	419
3671	Allen2007-3671	Luobenzhuo	CLS for knife	tɕi³³	419
3672	Allen2007-3672	Zhoucheng	CLS for knife	tsɿ³³	419
3736	Allen2007-3736	Jianchuan	CLS for pair of shoes	tɕĩ³³	425
3737	Allen2007-3737	Eryuan	CLS for pair of shoes	tɕi³³	425
3738	Allen2007-3738	Heqing	CLS for pair of shoes	tɕĩ³³	425
3739	Allen2007-3739	Lanping	CLS for pair of shoes	tɕĩ³³	425
3740	Allen2007-3740	Qiliqiao	CLS for pair of shoes	tɕi³³	425
3741	Allen2007-3741	Yunlong	CLS for pair of shoes	dze³³	425
3742	Allen2007-3742	Xiangyun	CLS for pair of shoes	jĩ³³	426
3743	Allen2007-3743	Luobenzhuo	CLS for pair of shoes	zẽ³³	427
3744	Allen2007-3744	Zhoucheng	CLS for pair of shoes	tɕi³³	425
3637	Allen2007-3637	Jianchuan	CLS for person	jĩ³¹	414
3638	Allen2007-3638	Eryuan	CLS for person	ɲi²¹	414
3639	Allen2007-3639	Heqing	CLS for person	tɯ²¹‹›ji²¹	413
3640	Allen2007-3640	Lanping	CLS for person	jĩ²¹	414
3641	Allen2007-3641	Qiliqiao	CLS for person	ɲi²¹	414
3642	Allen2007-3642	Yunlong	CLS for person	ɲi²¹	414
3643	Allen2007-3643	Xiangyun	CLS for person	i⁴⁴/we³¹/kɯ⁴²	414
3644	Allen2007-3644	Luobenzhuo	CLS for person	ɲi³¹	414
3645	Allen2007-3645	Zhoucheng	CLS for person	ɲi³¹	414
3682	Allen2007-3682	Jianchuan	CLS for rope	jɯ̃⁴²	421
3683	Allen2007-3683	Eryuan	CLS for rope	ɲɯ⁴²	421
3684	Allen2007-3684	Heqing	CLS for rope	jɯ̃⁴²	421
3685	Allen2007-3685	Lanping	CLS for rope	jɯ̃⁴²	421
3686	Allen2007-3686	Qiliqiao	CLS for rope	ɲiɔ³²	421
3687	Allen2007-3687	Yunlong	CLS for rope	ɲɯ⁴²	421
3688	Allen2007-3688	Xiangyun	CLS for rope	tɕɛ⁴⁴	422
3689	Allen2007-3689	Luobenzhuo	CLS for rope	tʂæ⁵⁵	422
3690	Allen2007-3690	Zhoucheng	CLS for rope	ɲɯ³²	421
3691	Allen2007-3691	Jianchuan	CLS for stick	kua⁴⁴	423
3692	Allen2007-3692	Eryuan	CLS for stick	kua⁴⁴	423
3693	Allen2007-3693	Heqing	CLS for stick	kua⁴⁴	423
3694	Allen2007-3694	Lanping	CLS for stick	kua⁴⁴	423
3695	Allen2007-3695	Qiliqiao	CLS for stick	kua⁴⁴	423
3696	Allen2007-3696	Yunlong	CLS for stick	kua⁴⁴	423
3697	Allen2007-3697	Xiangyun	CLS for stick	kua⁴⁴	423
3698	Allen2007-3698	Luobenzhuo	CLS for stick	qua⁵⁵	423
3699	Allen2007-3699	Zhoucheng	CLS for stick	kua⁴⁴	423
3745	Allen2007-3745	Jianchuan	I(1 p.s.)	ŋo³¹	645
3746	Allen2007-3746	Eryuan	I(1 p.s.)	ŋɔ³¹	645
3747	Allen2007-3747	Heqing	I(1 p.s.)	ŋɔ³¹	645
3748	Allen2007-3748	Lanping	I(1 p.s.)	ŋɔ̃³¹	645
3749	Allen2007-3749	Qiliqiao	I(1 p.s.)	ŋɔ³¹	645
3750	Allen2007-3750	Yunlong	I(1 p.s.)	ŋɔ³¹	645
3751	Allen2007-3751	Xiangyun	I(1 p.s.)	ŋɔ³¹	645
3752	Allen2007-3752	Luobenzhuo	I(1 p.s.)	ɴɔ⁴²	645
3753	Allen2007-3753	Zhoucheng	I(1 p.s.)	ŋɔ³¹	645
2611	Allen2007-2611	Jianchuan	able to	sẽ³³	275
2612	Allen2007-2612	Eryuan	able to	la⁴⁴	276
2613	Allen2007-2613	Heqing	able to	la⁴⁴	276
2614	Allen2007-2614	Lanping	able to	sũẽ³³	275
2615	Allen2007-2615	Qiliqiao	able to	te³³	277
2616	Allen2007-2616	Yunlong	able to	xue⁵⁵	278
2617	Allen2007-2617	Xiangyun	able to	la⁴⁴	276
2618	Allen2007-2618	Luobenzhuo	able to	qʰɤ³³	279
2619	Allen2007-2619	Zhoucheng	able to	tɛ³³	415
3952	Allen2007-3952	Jianchuan	afterwards	ɣɯ³³	513
3953	Allen2007-3953	Eryuan	afterwards	ɣɯ³³	513
3954	Allen2007-3954	Heqing	afterwards	ɣɯ³³	513
3955	Allen2007-3955	Lanping	afterwards	ɣɯ³³	513
3956	Allen2007-3956	Qiliqiao	afterwards	ɯ³³	513
3957	Allen2007-3957	Yunlong	afterwards	dɔ³¹xɯ⁴⁴	514
3958	Allen2007-3958	Xiangyun	afterwards	ɣou³³	513
3959	Allen2007-3959	Luobenzhuo	afterwards	tɯ̃³¹xɯ̃³³	514
3960	Allen2007-3960	Zhoucheng	afterwards	ɣɯ³³	513
4015	Allen2007-4015	Jianchuan	again	tse⁴⁴	543
4016	Allen2007-4016	Eryuan	again	tse⁴⁴	543
4017	Allen2007-4017	Heqing	again	tse⁵⁵	543
4018	Allen2007-4018	Lanping	again	tse⁴²	543
4019	Allen2007-4019	Qiliqiao	again	tse⁴⁴	543
4020	Allen2007-4020	Yunlong	again	tsɛ⁴⁴	543
4021	Allen2007-4021	Xiangyun	again	tse⁴⁴	543
4022	Allen2007-4022	Luobenzhuo	again	di⁴⁴	543
4023	Allen2007-4023	Zhoucheng	again	tse⁴⁴	543
1054	Allen2007-1054	Jianchuan	alcohol (drink)	tsɤ̃³³	620
1055	Allen2007-1055	Eryuan	alcohol (drink)	tsɤ³³	620
1056	Allen2007-1056	Heqing	alcohol (drink)	tsũɔ̃³³	620
1057	Allen2007-1057	Lanping	alcohol (drink)	tsõ⁴⁴	620
1058	Allen2007-1058	Qiliqiao	alcohol (drink)	tsɿ³³	620
1059	Allen2007-1059	Yunlong	alcohol (drink)	dzɿ³³	620
1060	Allen2007-1060	Xiangyun	alcohol (drink)	jɛ̃³³	722
1061	Allen2007-1061	Luobenzhuo	alcohol (drink)	tsõ³³	620
1062	Allen2007-1062	Zhoucheng	alcohol (drink)	tsɿ³³	620
3988	Allen2007-3988	Jianchuan	all	tsa³⁵	530
3989	Allen2007-3989	Eryuan	all	tɕʰɔ⁵⁵ku⁵⁵	531
3990	Allen2007-3990	Heqing	all	tsa³⁵ɕɯ⁵⁵	528
3991	Allen2007-3991	Lanping	all	tɕʰɛ̃⁵⁵(tɯ³¹ku³³)	532
3992	Allen2007-3992	Qiliqiao	all	ji³⁵so³¹	540
3993	Allen2007-3993	Yunlong	all	tsa⁵⁵tɕʰi³¹	529
3994	Allen2007-3994	Xiangyun	all	tɕʰuɛ⁵⁵	541
3995	Allen2007-3995	Luobenzhuo	all	da⁵⁵tɕã³¹	542
3996	Allen2007-3996	Zhoucheng	all	tu⁵⁵	548
595	Allen2007-595	Jianchuan	ancestor	to⁵⁵po⁵⁵	1266
596	Allen2007-596	Eryuan	ancestor	tɔ³⁵pɔ³⁵	1266
597	Allen2007-597	Heqing	ancestor	tɔu³⁵pɔu³⁵	1266
598	Allen2007-598	Lanping	ancestor	tu⁵⁵pu⁵⁵	1266
599	Allen2007-599	Qiliqiao	ancestor	tɔ³⁵pɔ³⁵	1266
600	Allen2007-600	Yunlong	ancestor	tɯ³³pao³³	1266
601	Allen2007-601	Xiangyun	ancestor	tsu²¹kõ³⁵	1267
602	Allen2007-602	Luobenzhuo	ancestor	sɿ⁵⁵pɤ⁵⁵	1268
603	Allen2007-603	Zhoucheng	ancestor	tɔ³⁵pɔ³⁵	1266
2458	Allen2007-2458	Jianchuan	angry	xu³¹kʰɯ³³	251
2459	Allen2007-2459	Eryuan	angry	xɔ³¹kʰɯ³³	251
2460	Allen2007-2460	Heqing	angry	kuɔ⁴⁴fɛ⁴⁴	253
2461	Allen2007-2461	Lanping	angry	xɔ³³kʰɯ⁴⁴	251
2462	Allen2007-2462	Qiliqiao	angry	xa⁴²kʰɯ³³	251
2463	Allen2007-2463	Yunlong	angry	tɕʰi³¹tsa³³	254
2464	Allen2007-2464	Xiangyun	angry	xue³³kʰou³³	251
2465	Allen2007-2465	Luobenzhuo	angry	xẽ⁵⁵tsẽ⁵⁵	252
2466	Allen2007-2466	Zhoucheng	angry	tsɿ⁴⁴	549
1243	Allen2007-1243	Jianchuan	animal faeces,dung	tɕʰi⁵⁵	34
1244	Allen2007-1244	Eryuan	animal faeces,dung	tɕʰi⁵⁵	34
1245	Allen2007-1245	Heqing	animal faeces,dung	tɕʰi⁵⁵	34
1246	Allen2007-1246	Lanping	animal faeces,dung	tɕʰi⁵⁵	34
1247	Allen2007-1247	Qiliqiao	animal faeces,dung	tɕʰi⁵⁵	34
1248	Allen2007-1248	Yunlong	animal faeces,dung	tɕʰi⁵⁵	34
1249	Allen2007-1249	Xiangyun	animal faeces,dung	tɕʰi⁵⁵	34
1250	Allen2007-1250	Luobenzhuo	animal faeces,dung	ʂʅ³³	35
1251	Allen2007-1251	Zhoucheng	animal faeces,dung	tɕʰi⁵⁵	34
982	Allen2007-982	Jianchuan	animal oil	tsɿ⁵⁵	614
983	Allen2007-983	Eryuan	animal oil	tsɿ³⁵	614
984	Allen2007-984	Heqing	animal oil	tsɿ⁵⁵	614
985	Allen2007-985	Lanping	animal oil	tsɿ⁵⁵	614
986	Allen2007-986	Qiliqiao	animal oil	tsɿ³⁵	614
987	Allen2007-987	Yunlong	animal oil	tsɿ³⁵	614
988	Allen2007-988	Xiangyun	animal oil	tsɿ³⁵	614
989	Allen2007-989	Luobenzhuo	animal oil	tʂʅ⁵⁵	614
990	Allen2007-990	Zhoucheng	animal oil	tsɿ³⁵	614
2359	Allen2007-2359	Jianchuan	answer	ta⁵⁵jɯ̃⁴⁴	216
2360	Allen2007-2360	Eryuan	answer	ta³⁵jɯ⁴⁴	216
2361	Allen2007-2361	Heqing	answer	ta⁵⁵jɯ̃⁴⁴	216
2362	Allen2007-2362	Lanping	answer	ta³³pɯ⁵⁵tɔ̃³¹	217
2363	Allen2007-2363	Qiliqiao	answer	ta³⁵jo³³	216
2364	Allen2007-2364	Yunlong	answer	ta³⁵jɯ⁴⁴	216
2365	Allen2007-2365	Xiangyun	answer	tã⁴²	219
2366	Allen2007-2366	Luobenzhuo	answer	ti⁴⁴tõ²¹	220
2367	Allen2007-2367	Zhoucheng	answer	ta³⁵lɯ⁴⁴	218
4249	Allen2007-4249	Jianchuan	ant	pĩ²¹po²¹tsɿ³³	723
4250	Allen2007-4250	Eryuan	ant	pi²¹pɯ³¹	724
4251	Allen2007-4251	Heqing	ant	pi²¹pɯ²¹tsɿ³³	723
4252	Allen2007-4252	Lanping	ant	pi³³pao³³tsɿ⁴⁴	723
4253	Allen2007-4253	Qiliqiao	ant	pi²¹pɯ³¹	724
4254	Allen2007-4254	Yunlong	ant	pi²¹pɯ³¹	724
4255	Allen2007-4255	Xiangyun	ant	pi²¹pou²¹tsɿ³³	723
4256	Allen2007-4256	Luobenzhuo	ant	tɕi³¹pɯ²¹	550
4257	Allen2007-4257	Zhoucheng	ant	pi²¹pɯ³¹	724
793	Allen2007-793	Jianchuan	apron	pe³³tɕi³¹	1303
794	Allen2007-794	Eryuan	apron	pe³³se⁴⁴pɯ⁴⁴	1304
795	Allen2007-795	Heqing	apron	u³⁵pɯ⁴⁴jɔ²¹	1305
796	Allen2007-796	Lanping	apron	pi³³tɕi³¹kʰo⁵⁵	1302
797	Allen2007-797	Qiliqiao	apron	kʰɔ⁵⁵se⁴²	1306
798	Allen2007-798	Yunlong	apron	wu³³tɕʰu³³	1308
799	Allen2007-799	Xiangyun	apron	ɣɔ³⁵tɕʰỹ⁵⁵	1308
800	Allen2007-800	Luobenzhuo	apron	tɕɤ³³pɯ⁵⁵	1309
801	Allen2007-801	Zhoucheng	apron	we³⁵tɕʰɯ⁵⁵pɯ⁴⁴	1307
2350	Allen2007-2350	Jianchuan	ask	piɛ⁴⁴	1107
2351	Allen2007-2351	Eryuan	ask	piɛ⁴⁴	1107
2352	Allen2007-2352	Heqing	ask	piɛ⁴⁴	1107
2353	Allen2007-2353	Lanping	ask	piɛ⁴⁴	1107
2354	Allen2007-2354	Qiliqiao	ask	piɛ⁴⁴	1107
2355	Allen2007-2355	Yunlong	ask	piɛ⁴⁴	1107
2356	Allen2007-2356	Xiangyun	ask	piɛ⁴⁴	1107
2357	Allen2007-2357	Luobenzhuo	ask	ʧua⁴⁴	1107
2358	Allen2007-2358	Zhoucheng	ask	piɛ⁴⁴	1107
3178	Allen2007-3178	Jianchuan	bad	xe⁴⁴	1194
3179	Allen2007-3179	Eryuan	bad	xe⁴⁴	1194
3180	Allen2007-3180	Heqing	bad	xe³³	1194
3181	Allen2007-3181	Lanping	bad	xe⁴⁴	1194
3182	Allen2007-3182	Qiliqiao	bad	xe⁴⁴	1194
3183	Allen2007-3183	Yunlong	bad	xɛ³³	1194
3184	Allen2007-3184	Xiangyun	bad	xɛ⁴⁴	1194
3185	Allen2007-3185	Luobenzhuo	bad	ʈʰɯ³³	1279
3186	Allen2007-3186	Zhoucheng	bad	tua³³	551
4429	Allen2007-4429	Jianchuan	bamboo	tsɤ⁴⁴	1367
4430	Allen2007-4430	Eryuan	bamboo	tʂɤ⁴⁴	1367
4431	Allen2007-4431	Heqing	bamboo	tsuɔ⁴⁴	1367
4432	Allen2007-4432	Lanping	bamboo	tsao⁵⁵tsɯ³³	1280
4433	Allen2007-4433	Qiliqiao	bamboo	tsɤ⁴⁴	1367
4434	Allen2007-4434	Yunlong	bamboo	tsɤ⁴⁴	1367
4435	Allen2007-4435	Xiangyun	bamboo	tsɛ⁴⁴	1367
4436	Allen2007-4436	Luobenzhuo	bamboo	tɕo⁵⁵ɖɯ³¹	1280
4437	Allen2007-4437	Zhoucheng	bamboo	tsɤ⁴⁴	1367
847	Allen2007-847	Jianchuan	bamboo hat	lou⁵⁵wa⁴⁴	1326
848	Allen2007-848	Eryuan	bamboo hat	lɔ⁵⁵ja⁴⁴tɯ⁴²	1327
849	Allen2007-849	Heqing	bamboo hat	tɯ⁴²mɔu³³pʰi⁴²	1332
850	Allen2007-850	Lanping	bamboo hat	lo⁵⁵ja⁴⁴	1328
851	Allen2007-851	Qiliqiao	bamboo hat	tɯ⁴²mɯ³¹	1333
852	Allen2007-852	Yunlong	bamboo hat	tsɯ⁵⁵se⁵⁵ɕɔ³¹mo³³tɯ²¹	1335
853	Allen2007-853	Xiangyun	bamboo hat	tɯ̃⁴²mɔ⁴²	1333
854	Allen2007-854	Luobenzhuo	bamboo hat	mɯ̃⁵⁵qa⁵⁵	1334
855	Allen2007-855	Zhoucheng	bamboo hat	tɯ³²mɯ³¹tɯ⁴²	1331
2827	Allen2007-2827	Jianchuan	bark (of dog)	pia⁴²	199
2828	Allen2007-2828	Eryuan	bark (of dog)	pia⁴²	199
2829	Allen2007-2829	Heqing	bark (of dog)	pia⁴²	199
2830	Allen2007-2830	Lanping	bark (of dog)	pia⁴²	199
2831	Allen2007-2831	Qiliqiao	bark (of dog)	pia⁴²	199
2832	Allen2007-2832	Yunlong	bark (of dog)	pia⁴²	199
2833	Allen2007-2833	Xiangyun	bark (of dog)	pia⁴²	199
2834	Allen2007-2834	Luobenzhuo	bark (of dog)	ʧua⁴⁴	199
2835	Allen2007-2835	Zhoucheng	bark (of dog)	mɛ²¹	552
4456	Allen2007-4456	Jianchuan	barley	me⁵⁵sou²¹	200
4457	Allen2007-4457	Eryuan	barley	mi³⁵zɔ²¹	200
4458	Allen2007-4458	Heqing	barley	mi⁵⁵zɔu³¹	200
4459	Allen2007-4459	Lanping	barley	me⁵⁵ʐao²¹	200
4460	Allen2007-4460	Qiliqiao	barley	mi³⁵sɔ²¹	200
4461	Allen2007-4461	Yunlong	barley	mi³⁵zɔ²¹	200
4462	Allen2007-4462	Xiangyun	barley	mi³⁵zo²¹	200
4463	Allen2007-4463	Luobenzhuo	barley	mɯ̃⁵⁵ʐao³¹	200
4464	Allen2007-4464	Zhoucheng	barley	mi³⁵zɔ³¹	200
1162	Allen2007-1162	Jianchuan	basin	pã²¹	13
1163	Allen2007-1163	Eryuan	basin	pa³¹	13
1164	Allen2007-1164	Heqing	basin	pã²¹	13
1165	Allen2007-1165	Lanping	basin	pa²¹tɕi³³	11
1166	Allen2007-1166	Qiliqiao	basin	pa²¹	13
1167	Allen2007-1167	Yunlong	basin	pa³¹	13
1168	Allen2007-1168	Xiangyun	basin	pã³¹	13
1169	Allen2007-1169	Luobenzhuo	basin	bɛ⁵⁵lu³¹qa⁵⁵	12
1170	Allen2007-1170	Zhoucheng	basin	pa³¹	13
4177	Allen2007-4177	Jianchuan	bat	po⁵⁵po⁴⁴tsɿ³³	1108
4178	Allen2007-4178	Eryuan	bat	pɔ³⁵pɯ⁴⁴	1109
4179	Allen2007-4179	Heqing	bat	pɯ⁵⁵pɯ³³	1109
4180	Allen2007-4180	Lanping	bat	pu⁵⁵pu⁵⁵	1109
4181	Allen2007-4181	Qiliqiao	bat	po⁵⁵po⁴⁴	1109
4182	Allen2007-4182	Yunlong	bat	ʃɤ³³pu⁵⁵kɯ³¹	1112
4183	Allen2007-4183	Xiangyun	bat	ɕɛ⁴⁴pɔ³⁵pou³³	1111
4184	Allen2007-4184	Luobenzhuo	bat	wɔ⁴⁴la⁴²	1113
4185	Allen2007-4185	Zhoucheng	bat	se⁵⁵jɯ⁴⁴mɯ⁴⁴tsɿ³³	1110
2782	Allen2007-2782	Jianchuan	be sick,ill	pɛ̃³¹/sɤ̃³¹	646
2783	Allen2007-2783	Eryuan	be sick,ill	pɛ³¹	646
2784	Allen2007-2784	Heqing	be sick,ill	pɛ̃³¹	646
2785	Allen2007-2785	Lanping	be sick,ill	sɔ̃⁴²/pæ̃⁴²	647
2786	Allen2007-2786	Qiliqiao	be sick,ill	pɛ³¹	646
2787	Allen2007-2787	Yunlong	be sick,ill	pɛ³¹	646
2788	Allen2007-2788	Xiangyun	be sick,ill	pɛ̃³¹	646
2789	Allen2007-2789	Luobenzhuo	be sick,ill	sõ³¹	647
2790	Allen2007-2790	Zhoucheng	be sick,ill	pɛ³¹	646
4501	0	Lanping	be sick,ill	sɔ̃⁴²/pæ̃⁴²	646
4502	0	Jianchuan	be sick,ill	pɛ̃³¹/sɤ̃³¹	647
19	Allen2007-19	Jianchuan	bean	tɯ²¹	730
20	Allen2007-20	Eryuan	bean	tɯ³¹	730
21	Allen2007-21	Heqing	bean	tɯ³¹	730
22	Allen2007-22	Lanping	bean	tiɯ²¹	730
23	Allen2007-23	Qiliqiao	bean	tɯ³¹	730
24	Allen2007-24	Yunlong	bean	dɯ³¹	730
25	Allen2007-25	Xiangyun	bean	tou³¹	730
26	Allen2007-26	Luobenzhuo	bean	dɯ⁴²	730
27	Allen2007-27	Zhoucheng	bean	tɯ³¹	730
4060	Allen2007-4060	Jianchuan	bear	tɕĩ⁵⁵	1074
4061	Allen2007-4061	Eryuan	bear	tɕi³⁵	1074
4062	Allen2007-4062	Heqing	bear	tɕĩ³⁵	1074
4063	Allen2007-4063	Lanping	bear	tɕĩ⁵⁵	1074
4064	Allen2007-4064	Qiliqiao	bear	ɕo⁴²	1075
4065	Allen2007-4065	Yunlong	bear	tɕi³⁵	1074
4066	Allen2007-4066	Xiangyun	bear	tɕĩ³⁵	1074
4067	Allen2007-4067	Luobenzhuo	bear	tsẽ⁵⁵pu⁵⁵	1073
4068	Allen2007-4068	Zhoucheng	bear	ɕo⁴²	1075
343	Allen2007-343	Jianchuan	beard,moustache	u²¹	1226
344	Allen2007-344	Eryuan	beard,moustache	u²¹	1226
345	Allen2007-345	Heqing	beard,moustache	u²¹	1226
346	Allen2007-346	Lanping	beard,moustache	wɔ²¹	1226
347	Allen2007-347	Qiliqiao	beard,moustache	u²¹	1226
348	Allen2007-348	Yunlong	beard,moustache	wu²¹	1226
349	Allen2007-349	Xiangyun	beard,moustache	u²¹	1226
350	Allen2007-350	Luobenzhuo	beard,moustache	ɤ³¹	1226
351	Allen2007-351	Zhoucheng	beard,moustache	u²¹	1226
1270	Allen2007-1270	Jianchuan	bed	tsõũ²¹	489
1271	Allen2007-1271	Eryuan	bed	tʂɔ³¹	489
1272	Allen2007-1272	Heqing	bed	tsɔ̃ũ²¹	489
1273	Allen2007-1273	Lanping	bed	tsɔ³³	489
1274	Allen2007-1274	Qiliqiao	bed	tso²¹	489
1275	Allen2007-1275	Yunlong	bed	kʰɤ³¹	572
1276	Allen2007-1276	Xiangyun	bed	pʰẽ³¹	591
1277	Allen2007-1277	Luobenzhuo	bed	ɴ̣³³tĩ³³ʧʰʊ³¹qʰã⁴²	592
1278	Allen2007-1278	Zhoucheng	bed	tso²¹	489
4267	Allen2007-4267	Jianchuan	bedbug	pi⁵⁵sɿ⁵⁵	1134
4268	Allen2007-4268	Eryuan	bedbug	tʂɤ⁴⁴ɕi⁴⁴	1135
4269	Allen2007-4269	Heqing	bedbug	pi⁵⁵sɿ⁵⁵	1134
4270	Allen2007-4270	Lanping	bedbug	pi⁴⁴sɛ⁴⁴	1134
4271	Allen2007-4271	Qiliqiao	bedbug	tsɤ⁴⁴ɕi⁴⁴	1135
4272	Allen2007-4272	Yunlong	bedbug	tsʰo³³pe³³kɛ³³lɤ³³	553
4273	Allen2007-4273	Xiangyun	bedbug	tɕɛ⁴⁴ɕi⁴⁴	1135
4274	Allen2007-4274	Luobenzhuo	bedbug	tɕo⁵⁵ɕi⁵⁵	1135
4275	Allen2007-4275	Zhoucheng	bedbug	tsɤ⁴⁴ɕi⁴⁴	1135
4222	Allen2007-4222	Jianchuan	bee	fɤ̃⁵⁵	642
4223	Allen2007-4223	Eryuan	bee	tsɿ⁵⁵fɤ⁵⁵	643
4224	Allen2007-4224	Heqing	bee	fɤ̃⁵⁵	642
4225	Allen2007-4225	Lanping	bee	fɯ̃⁵⁵	642
4226	Allen2007-4226	Qiliqiao	bee	fɤ⁵⁵	642
4227	Allen2007-4227	Yunlong	bee	tsɿ⁵⁵fɤ⁵⁵	643
4228	Allen2007-4228	Xiangyun	bee	fɯ̃⁵⁵	642
4229	Allen2007-4229	Luobenzhuo	bee	tɕɛ̃⁵⁵ɴ̥ɴ̣⁵⁵	651
4230	Allen2007-4230	Zhoucheng	bee	fɤ⁵⁵	642
1603	Allen2007-1603	Jianchuan	behind	ɣɯ³³mi⁴²	672
1604	Allen2007-1604	Eryuan	behind	ɣɯ³³pɔ³¹	673
1605	Allen2007-1605	Heqing	behind	ɣɯ³³mi⁴²	672
