ID	LID	DOCULECT	CONCEPT	VALUE	COGID
2100	Allen2007-2100	Heqing	shallow fry	tsẽ⁵⁵	174
2101	Allen2007-2101	Lanping	shallow fry	tsẽ⁵⁵	174
2102	Allen2007-2102	Qiliqiao	shallow fry	tse³⁵	174
2103	Allen2007-2103	Yunlong	shallow fry	tse³⁵	174
2104	Allen2007-2104	Xiangyun	shallow fry	tsẽ³⁵	174
2105	Allen2007-2105	Luobenzhuo	shallow fry	tao³³	174
2106	Allen2007-2106	Zhoucheng	shallow fry	tse³⁵	174
3259	Allen2007-3259	Jianchuan	sharp (knife)	ji³¹	806
3260	Allen2007-3260	Eryuan	sharp (knife)	ji³¹	806
3261	Allen2007-3261	Heqing	sharp (knife)	ji³¹	806
3262	Allen2007-3262	Lanping	sharp (knife)	ji³¹	806
3263	Allen2007-3263	Qiliqiao	sharp (knife)	ji³³	806
3264	Allen2007-3264	Yunlong	sharp (knife)	jɛ³¹	806
3265	Allen2007-3265	Xiangyun	sharp (knife)	ji³¹	806
3266	Allen2007-3266	Luobenzhuo	sharp (knife)	ʑi⁴⁴	806
3267	Allen2007-3267	Zhoucheng	sharp (knife)	ji³¹	806
2224	Allen2007-2224	Jianchuan	shave (head)	tɕɛ³¹	807
2225	Allen2007-2225	Eryuan	shave (head)	tɕɛ³¹	807
2226	Allen2007-2226	Heqing	shave (head)	tɕɛ³¹	807
2227	Allen2007-2227	Lanping	shave (head)	tɕɛ̃⁴²	807
2228	Allen2007-2228	Qiliqiao	shave (head)	tɕɛ³¹	807
2229	Allen2007-2229	Yunlong	shave (head)	tɕɛ³¹	807
2230	Allen2007-2230	Xiangyun	shave (head)	jɛ̃²¹	808
2231	Allen2007-2231	Luobenzhuo	shave (head)	ɕo⁵⁵	769
2232	Allen2007-2232	Zhoucheng	shave (head)	tɕɛ³¹	807
3898	Allen2007-3898	Jianchuan	sheep	tsɛ̃⁵⁵jõ²¹	1068
3899	Allen2007-3899	Eryuan	sheep	tsɿ⁵⁵jɔ²¹	1068
3900	Allen2007-3900	Heqing	sheep	pɛ⁴²tsɿ³⁵jɔ̃²¹	1070
3901	Allen2007-3901	Lanping	sheep	tsɿ³³jɔ²¹	1068
3902	Allen2007-3902	Qiliqiao	sheep	jo²¹	1069
3903	Allen2007-3903	Yunlong	sheep	pɛ⁴²tsɿ³³jɔ²¹	1070
3904	Allen2007-3904	Xiangyun	sheep	jã²¹	1069
3905	Allen2007-3905	Luobenzhuo	sheep	tɕɯ̃³³ɲɔ²¹	1068
3906	Allen2007-3906	Zhoucheng	sheep	tsɿ⁵⁵jɔ²¹	1068
2791	Allen2007-2791	Jianchuan	shiver	ju³¹	340
2792	Allen2007-2792	Eryuan	shiver	ju³¹	340
2793	Allen2007-2793	Heqing	shiver	ju³¹	340
2794	Allen2007-2794	Lanping	shiver	ju³¹kʰɯ⁵⁵	339
2795	Allen2007-2795	Qiliqiao	shiver	jɔ³¹	340
2796	Allen2007-2796	Yunlong	shiver	tɕa³¹pi⁴⁴tsɿ³³jo³¹	341
2797	Allen2007-2797	Xiangyun	shiver	ju²¹	340
2798	Allen2007-2798	Luobenzhuo	shiver	ʑu³¹	340
2799	Allen2007-2799	Zhoucheng	shiver	jɔ³¹	340
865	Allen2007-865	Jianchuan	shoe	ŋɛ²¹	958
866	Allen2007-866	Eryuan	shoe	ŋe²¹	958
867	Allen2007-867	Heqing	shoe	ŋɛ²¹	958
868	Allen2007-868	Lanping	shoe	ŋẽ²¹(tɕĩ⁴⁴)	956
869	Allen2007-869	Qiliqiao	shoe	ŋe²¹tɕi³³	956
870	Allen2007-870	Yunlong	shoe	ŋɛ²¹	958
871	Allen2007-871	Xiangyun	shoe	ni²¹pa⁴²	957
872	Allen2007-872	Luobenzhuo	shoe	wu⁴⁴tsɿ³³	959
873	Allen2007-873	Zhoucheng	shoe	ŋɛ²¹	958
181	Allen2007-181	Jianchuan	shoot,sprout	ŋɛ²¹	1187
182	Allen2007-182	Eryuan	shoot,sprout	ŋɛ²¹	1187
183	Allen2007-183	Heqing	shoot,sprout	ŋɛ²¹	1187
184	Allen2007-184	Lanping	shoot,sprout	ŋɛ²¹	1187
185	Allen2007-185	Qiliqiao	shoot,sprout	pi²¹	1188
186	Allen2007-186	Yunlong	shoot,sprout	ŋɛ²¹	1187
187	Allen2007-187	Xiangyun	shoot,sprout	jɛ̃²¹	1189
188	Allen2007-188	Luobenzhuo	shoot,sprout	bo⁵⁵ni³¹	1190
189	Allen2007-189	Zhoucheng	shoot,sprout	ŋɛ²¹	1187
2917	Allen2007-2917	Jianchuan	short	tsʰɯ⁵⁵	347
2918	Allen2007-2918	Eryuan	short	tsʰɯ⁵⁵	347
2919	Allen2007-2919	Heqing	short	tsʰɯ⁵⁵	347
2920	Allen2007-2920	Lanping	short	tsʰɯ⁵⁵	347
2921	Allen2007-2921	Qiliqiao	short	tsʰɯ⁵⁵	347
2922	Allen2007-2922	Yunlong	short	tsʰɯ⁵⁵	347
2923	Allen2007-2923	Xiangyun	short	tsʰo⁵⁵	347
2924	Allen2007-2924	Luobenzhuo	short	tɕʰĩ⁵⁵	347
2925	Allen2007-2925	Zhoucheng	short	tsʰɯ⁵⁵	347
1684	Allen2007-1684	Jianchuan	shout	ɯ⁵⁵	119
1685	Allen2007-1685	Eryuan	shout	ŋɯ³⁵	120
1686	Allen2007-1686	Heqing	shout	ɯ³⁵	119
1687	Allen2007-1687	Lanping	shout	ɯ⁵⁵	119
1688	Allen2007-1688	Qiliqiao	shout	kɤ³⁵	120
1689	Allen2007-1689	Yunlong	shout	ʔɯ³⁵	119
1690	Allen2007-1690	Xiangyun	shout	kɯ³⁵	120
1691	Allen2007-1691	Luobenzhuo	shout	ɤ⁴⁴	119
1692	Allen2007-1692	Zhoucheng	shout	vɤ³⁵	119
1126	Allen2007-1126	Jianchuan	sieve	lou²¹tɯ²¹	809
1127	Allen2007-1127	Eryuan	sieve	lɔ²¹pe²¹	810
1128	Allen2007-1128	Heqing	sieve	lɔu²¹tsɿ³³	811
1129	Allen2007-1129	Lanping	sieve	lao²¹	814
1130	Allen2007-1130	Qiliqiao	sieve	lɔ²¹se³²	812
1131	Allen2007-1131	Yunlong	sieve	lɔ²¹pe²¹	810
1132	Allen2007-1132	Xiangyun	sieve	tsʰɔ⁵⁵lɔ²¹	815
1133	Allen2007-1133	Luobenzhuo	sieve	lɔ²¹tɕĩ³³	813
1134	Allen2007-1134	Zhoucheng	sieve	lɔ²¹se⁴²	812
1828	Allen2007-1828	Jianchuan	sit	kɤ⁴²	817
1829	Allen2007-1829	Eryuan	sit	kɤ⁴²	817
1830	Allen2007-1830	Heqing	sit	kuɔ⁴²	817
1831	Allen2007-1831	Lanping	sit	tsʰao⁴⁴	818
1832	Allen2007-1832	Qiliqiao	sit	kɤ³²	817
1833	Allen2007-1833	Yunlong	sit	kɤ⁴²	817
1834	Allen2007-1834	Xiangyun	sit	kɯ⁴²	817
1835	Allen2007-1835	Luobenzhuo	sit	kɤ⁴⁴	817
1836	Allen2007-1836	Zhoucheng	sit	kɤ³²	817
3556	Allen2007-3556	Jianchuan	six	fɤ⁴⁴	819
3557	Allen2007-3557	Eryuan	six	fɤ⁴⁴	819
3558	Allen2007-3558	Heqing	six	fɤ⁴⁴	819
3559	Allen2007-3559	Lanping	six	fɔ⁴⁴	819
3560	Allen2007-3560	Qiliqiao	six	fɤ⁴⁴	819
3561	Allen2007-3561	Yunlong	six	fɤ⁴⁴	819
3562	Allen2007-3562	Xiangyun	six	fɤ⁴⁴	819
3563	Allen2007-3563	Luobenzhuo	six	fɔ⁴⁴	819
3564	Allen2007-3564	Zhoucheng	six	fɤ⁴⁴	819
1	Allen2007-1	Jianchuan	sky	xẽ⁵⁵	821
2	Allen2007-2	Eryuan	sky	xe⁵⁵	821
3	Allen2007-3	Heqing	sky	xʰẽ⁵⁵	821
4	Allen2007-4	Lanping	sky	xẽ⁵⁵kʰao³¹	820
5	Allen2007-5	Qiliqiao	sky	xe⁵⁵	821
6	Allen2007-6	Yunlong	sky	xe⁵⁵	821
7	Allen2007-7	Xiangyun	sky	xẽ⁵⁵	821
8	Allen2007-8	Luobenzhuo	sky	xẽ⁵⁵	821
9	Allen2007-9	Zhoucheng	sky	xe⁵⁵	821
1882	Allen2007-1882	Jianchuan	sleep	tsʰɛ̃³³	146
1883	Allen2007-1883	Eryuan	sleep	tʂʰɛ³³	146
1884	Allen2007-1884	Heqing	sleep	tsʰɛ̃³³	146
1885	Allen2007-1885	Lanping	sleep	tsʰɛ̃⁴⁴	146
1886	Allen2007-1886	Qiliqiao	sleep	tsʰɛ³³	146
1887	Allen2007-1887	Yunlong	sleep	tsʰɛ³³	146
1888	Allen2007-1888	Xiangyun	sleep	tsʰɛ̃³³	146
1889	Allen2007-1889	Luobenzhuo	sleep	ɴ̣³³ti³¹	147
1890	Allen2007-1890	Zhoucheng	sleep	tsʰɛ³³	146
3187	Allen2007-3187	Jianchuan	slow	kʰũã⁵⁵	368
3188	Allen2007-3188	Eryuan	slow	lɛ³¹	369
3189	Allen2007-3189	Heqing	slow	kʰũã⁵⁵	368
3190	Allen2007-3190	Lanping	slow	kʰũã⁴⁴ɕĩ⁴⁴	367
3191	Allen2007-3191	Qiliqiao	slow	kʰua³⁵ɕi³⁵/pʰi⁴²	367
3192	Allen2007-3192	Yunlong	slow	kʰua⁴⁴	368
3193	Allen2007-3193	Xiangyun	slow	pʰi⁵⁵	370
3194	Allen2007-3194	Luobenzhuo	slow	diɛ³¹	371
3195	Allen2007-3195	Zhoucheng	slow	pʰi⁵⁵	370
4544	0	Qiliqiao	slow		370
3961	Allen2007-3961	Jianchuan	slowly	kʰũã⁵⁵ɕi⁵⁵	515
3962	Allen2007-3962	Eryuan	slowly	kʰua⁵⁵ɕi⁵⁵	515
3963	Allen2007-3963	Heqing	slowly	kʰũã⁵⁵ɕi⁵⁵	515
3964	Allen2007-3964	Lanping	slowly	kʰũã⁵⁵ɕĩ⁵⁵	515
3965	Allen2007-3965	Qiliqiao	slowly	kʰua⁵⁵ɕi³⁵	515
3966	Allen2007-3966	Yunlong	slowly	kʰua⁵⁵se⁵⁵	515
3967	Allen2007-3967	Xiangyun	slowly	a³¹sou³¹sou³¹nou⁵⁵	518
3968	Allen2007-3968	Luobenzhuo	slowly	a⁴⁴ʑu⁵⁵	517
3969	Allen2007-3969	Zhoucheng	slowly	kʰua⁵⁵ɕi³⁵	515
2872	Allen2007-2872	Jianchuan	small	se³¹	346
2873	Allen2007-2873	Eryuan	small	se³¹	346
2874	Allen2007-2874	Heqing	small	sʰe³¹	346
2875	Allen2007-2875	Lanping	small	se³¹	346
2876	Allen2007-2876	Qiliqiao	small	se³³	346
2877	Allen2007-2877	Yunlong	small	se³¹	346
2878	Allen2007-2878	Xiangyun	small	se²¹	346
2879	Allen2007-2879	Luobenzhuo	small	sæ̃⁴²	346
2880	Allen2007-2880	Zhoucheng	small	se³¹	346
1171	Allen2007-1171	Jianchuan	small bowl	ke⁴²	15
1172	Allen2007-1172	Eryuan	small bowl	kʲe⁴²	15
1173	Allen2007-1173	Heqing	small bowl	kɛ⁴²	15
1174	Allen2007-1174	Lanping	small bowl	ke⁴²pe³³	14
1175	Allen2007-1175	Qiliqiao	small bowl	ke³²	15
1176	Allen2007-1176	Yunlong	small bowl	kɛ⁴²	15
1177	Allen2007-1177	Xiangyun	small bowl	kʲi⁴²	15
1178	Allen2007-1178	Luobenzhuo	small bowl	ni³³pʰɔ⁵⁵	16
1179	Allen2007-1179	Zhoucheng	small bowl	ke⁴²	15
1594	Allen2007-1594	Jianchuan	smell (vb)	tsʰu⁵⁵	822
1595	Allen2007-1595	Eryuan	smell (vb)	tʂʰu⁵⁵	822
1596	Allen2007-1596	Heqing	smell (vb)	tɕʰu³⁵	822
1597	Allen2007-1597	Lanping	smell (vb)	tsʰu⁵⁵	822
1598	Allen2007-1598	Qiliqiao	smell (vb)	ʧʰu⁵⁵	822
1599	Allen2007-1599	Yunlong	smell (vb)	tsʰu⁵⁵	822
1600	Allen2007-1600	Xiangyun	smell (vb)	tɕʰu⁵⁵	822
1601	Allen2007-1601	Luobenzhuo	smell (vb)	ʈʰɤ³¹	822
1602	Allen2007-1602	Zhoucheng	smell (vb)		1
3430	Allen2007-3430	Jianchuan	smelly	tsʰu³¹	823
3431	Allen2007-3431	Eryuan	smelly	tʂʰu³¹	823
3432	Allen2007-3432	Heqing	smelly	tsʰu³¹	823
3433	Allen2007-3433	Lanping	smelly	tsʰu³¹	823
3434	Allen2007-3434	Qiliqiao	smelly	ʧʰu³¹	823
3435	Allen2007-3435	Yunlong	smelly	tsʰu³¹	823
3436	Allen2007-3436	Xiangyun	smelly	tsʰu³¹	823
3437	Allen2007-3437	Luobenzhuo	smelly	ʈʰɤ⁴²	823
3438	Allen2007-3438	Zhoucheng	smelly	tsʰu³¹	823
4213	Allen2007-4213	Jianchuan	snake	kʰɤ³³	824
4214	Allen2007-4214	Eryuan	snake	kʰɤ³³	824
4215	Allen2007-4215	Heqing	snake	kʰuɔ³³	824
4216	Allen2007-4216	Lanping	snake	kʰuɛ³³	824
4217	Allen2007-4217	Qiliqiao	snake	kʰɤ³³	824
4218	Allen2007-4218	Yunlong	snake	kʰɤ³³	824
4219	Allen2007-4219	Xiangyun	snake	kʰɛ³³	824
4220	Allen2007-4220	Luobenzhuo	snake	tɕʰɛ̃³³	825
4221	Allen2007-4221	Zhoucheng	snake	kʰɤ³³	824
2728	Allen2007-2728	Jianchuan	snap,break in two	tse⁴²	313
2729	Allen2007-2729	Eryuan	snap,break in two	tse⁴²	313
2730	Allen2007-2730	Heqing	snap,break in two	tse⁴²	313
2731	Allen2007-2731	Lanping	snap,break in two	tse⁴⁴	313
2732	Allen2007-2732	Qiliqiao	snap,break in two	tse⁴²	313
2733	Allen2007-2733	Yunlong	snap,break in two	tse⁴⁴	313
2734	Allen2007-2734	Xiangyun	snap,break in two	tse⁴⁴	313
2735	Allen2007-2735	Luobenzhuo	snap,break in two	ʈa⁵⁵	314
2736	Allen2007-2736	Zhoucheng	snap,break in two	tse³³	313
109	Allen2007-109	Jianchuan	snow	sue⁴⁴	827
110	Allen2007-110	Eryuan	snow	sue⁴⁴	827
111	Allen2007-111	Heqing	snow	sʰue⁴⁴	827
112	Allen2007-112	Lanping	snow	sue⁴⁴	827
113	Allen2007-113	Qiliqiao	snow	ɕy⁴⁴	827
114	Allen2007-114	Yunlong	snow	ɕyɛ⁴⁴	827
115	Allen2007-115	Xiangyun	snow	sue⁴⁴	827
116	Allen2007-116	Luobenzhuo	snow	suɛ⁵⁵	827
117	Allen2007-117	Zhoucheng	snow	sue⁴⁴	827
2125	Allen2007-2125	Jianchuan	soak (seeds)	tsɯ²¹	828
2126	Allen2007-2126	Eryuan	soak (seeds)	tsɯ²¹	828
2127	Allen2007-2127	Heqing	soak (seeds)	tsɿ²¹	828
2128	Allen2007-2128	Lanping	soak (seeds)	pʰao⁵⁵/tsɯ²¹	829
2129	Allen2007-2129	Qiliqiao	soak (seeds)	tsɿ²¹	828
2130	Allen2007-2130	Yunlong	soak (seeds)	pʰao³³	829
2131	Allen2007-2131	Xiangyun	soak (seeds)	zɿ²¹	830
2132	Allen2007-2132	Luobenzhuo	soak (seeds)	ɲũã⁵⁵	831
2133	Allen2007-2133	Zhoucheng	soak (seeds)	tsɿ²¹	828
4545	0	Lanping	soak (seeds)		828
1108	Allen2007-1108	Jianchuan	soil	tʰu³³sɿ³³	1000
1109	Allen2007-1109	Eryuan	soil	tʰu³³	1001
1110	Allen2007-1110	Heqing	soil	tʰu³³sɿ³³	1000
1111	Allen2007-1111	Lanping	soil	tʰu³³sɿ³³	1000
1112	Allen2007-1112	Qiliqiao	soil	ne²¹	1004
1113	Allen2007-1113	Yunlong	soil	ɲi³¹tʰi⁵⁵pʰa⁴⁴	1005
1114	Allen2007-1114	Xiangyun	soil	ne³¹	1004
1115	Allen2007-1115	Luobenzhuo	soil	nɛ³³pʰa⁵⁵	1003
1116	Allen2007-1116	Zhoucheng	soil	ne²¹	1004
658	Allen2007-658	Jianchuan	son	tsɿ³³	833
659	Allen2007-659	Eryuan	son	tsɿ³³	833
660	Allen2007-660	Heqing	son	tsɿ³³	833
661	Allen2007-661	Lanping	son	tsɿ³³jĩ²¹	832
662	Allen2007-662	Qiliqiao	son	tsɿ³³	833
663	Allen2007-663	Yunlong	son	tsɿ³³	833
664	Allen2007-664	Xiangyun	son	tsɿ³³	833
665	Allen2007-665	Luobenzhuo	son	tɕi³³	833
666	Allen2007-666	Zhoucheng	son	tsɿ³³	833
1486	Allen2007-1486	Jianchuan	soul	pʰɛ³¹mɛ³¹	834
1487	Allen2007-1487	Eryuan	soul	pʰɛ³¹mɛ³¹	834
1488	Allen2007-1488	Heqing	soul	pʰɯ³¹mɛ³¹	834
1489	Allen2007-1489	Lanping	soul	pʰa⁴⁴ma³³	834
1490	Allen2007-1490	Qiliqiao	soul	sɿ²¹tsʰɛ⁵⁵	836
1491	Allen2007-1491	Yunlong	soul	pʰɛ³¹mɛ³¹	834
1492	Allen2007-1492	Xiangyun	soul	pʰɛ̃³¹mɛ²¹	834
1493	Allen2007-1493	Luobenzhuo	soul	pʰa⁴⁴ma⁴⁴	834
1494	Allen2007-1494	Zhoucheng	soul	pʰɯ³¹mɛ³¹	834
1423	Allen2007-1423	Jianchuan	sound,voice	tsʰɛ̃⁵⁵tɕʰi⁴⁴	837
1424	Allen2007-1424	Eryuan	sound,voice	tʂʰɛ⁵⁵kʲʰi⁴⁴	837
1425	Allen2007-1425	Heqing	sound,voice	tsʰɛ̃⁵⁵tɕʰi⁴⁴	837
1426	Allen2007-1426	Lanping	sound,voice	tsʰɯ̃⁵⁵tɕʰi⁴²	837
1427	Allen2007-1427	Qiliqiao	sound,voice	tsʰɛ⁵⁵tɕʰi⁴⁴	837
1428	Allen2007-1428	Yunlong	sound,voice	tsʰɛ⁵⁵tɕʰi⁴⁴	837
1429	Allen2007-1429	Xiangyun	sound,voice	tsʰɛ̃⁵⁵tɕʰi⁴⁴	837
1430	Allen2007-1430	Luobenzhuo	sound,voice	cʰã⁴⁴	838
1431	Allen2007-1431	Zhoucheng	sound,voice	tsʰɿ⁵⁵tɕʰi⁴⁴	837
1045	Allen2007-1045	Jianchuan	soup	xɛ̃⁵⁵	839
1046	Allen2007-1046	Eryuan	soup	xɛ⁵⁵	839
1047	Allen2007-1047	Heqing	soup	xɛ̃³⁵	839
1048	Allen2007-1048	Lanping	soup	xɛ̃⁵⁵	839
1049	Allen2007-1049	Qiliqiao	soup	xɛ⁵⁵	839
1050	Allen2007-1050	Yunlong	soup	xɛ⁵⁵	839
1051	Allen2007-1051	Xiangyun	soup	tsɿ⁴⁴	840
1052	Allen2007-1052	Luobenzhuo	soup	xã⁴⁴	839
1053	Allen2007-1053	Zhoucheng	soup	xɛ⁵⁵	839
3367	Allen2007-3367	Jianchuan	sour	sũã⁵⁵	841
3368	Allen2007-3368	Eryuan	sour	sua⁵⁵	841
3369	Allen2007-3369	Heqing	sour	sʰũã⁵⁵	841
3370	Allen2007-3370	Lanping	sour	sũã⁵⁵	841
3371	Allen2007-3371	Qiliqiao	sour	ʃua⁵⁵	841
3372	Allen2007-3372	Yunlong	sour	sua⁵⁵	841
3373	Allen2007-3373	Xiangyun	sour	sũã⁵⁵	841
3374	Allen2007-3374	Luobenzhuo	sour	tɕãõ⁵⁵	842
3375	Allen2007-3375	Zhoucheng	sour	sua⁵⁵	841
37	Allen2007-37	Jianchuan	soybean	sɛ̃⁵⁵tsɿ³³tɯ²¹	1168
38	Allen2007-38	Eryuan	soybean	pɛ⁴⁴xue³⁵tɯ³¹	1171
39	Allen2007-39	Heqing	soybean	pɛ⁴²tɯ³¹tsɿ³³	1169
40	Allen2007-40	Lanping	soybean	pa⁴⁴tiɯ²¹	1170
41	Allen2007-41	Qiliqiao	soybean	sɿ³⁵tsɿ³³tɯ³¹	1168
42	Allen2007-42	Yunlong	soybean	pɛ⁴⁴dɯ³¹tsɿ³³	1169
43	Allen2007-43	Xiangyun	soybean	pɛ⁴²tou³¹	1170
44	Allen2007-44	Luobenzhuo	soybean	ɕy³³dɯ⁴²	1167
45	Allen2007-45	Zhoucheng	soybean	sɿ⁵⁵sɿ⁴⁴tɯ³¹	1168
4168	Allen2007-4168	Jianchuan	sparrow	la⁵⁵tsɿ²¹tso⁴⁴	1104
4169	Allen2007-4169	Eryuan	sparrow	lɔ³⁵tsɿ²¹kʲe³⁵	1105
4170	Allen2007-4170	Heqing	sparrow	la⁵⁵tsɿ³¹tsou⁴²	1104
4171	Allen2007-4171	Lanping	sparrow	la⁵⁵tsɿ³³tsu⁴⁴	1104
4172	Allen2007-4172	Qiliqiao	sparrow	lɔ³⁵tɕi⁴²tso⁴⁴	1104
4173	Allen2007-4173	Yunlong	sparrow	lɔ⁵⁵tsɿ²¹kɛ³³	1105
4174	Allen2007-4174	Xiangyun	sparrow	la³⁵tsɿ³¹tsɔ⁴⁴	1104
4175	Allen2007-4175	Luobenzhuo	sparrow	lɔ⁵⁵zua²¹tsu⁵⁵	1104
4176	Allen2007-4176	Zhoucheng	sparrow	lɔ³⁵tsɿ²¹tso⁴⁴	1104
4258	Allen2007-4258	Jianchuan	spider	ke³³	1122
4259	Allen2007-4259	Eryuan	spider	tua³⁵sua³⁵ɣɔ³¹	1124
4260	Allen2007-4260	Heqing	spider	pi⁵⁵se⁵⁵lɛ⁵⁵ɣɔ²¹	1125
4261	Allen2007-4261	Lanping	spider	tu⁵⁵ɕi⁵⁵ɔ̃²¹tɕĩ⁵⁵	1128
4262	Allen2007-4262	Qiliqiao	spider	tɔ³⁵sɿ³⁵tɔ³⁵ŋɯ²¹	1127
4263	Allen2007-4263	Yunlong	spider	tao⁵⁵su⁵⁵wa³¹	1129
4264	Allen2007-4264	Xiangyun	spider	fe³⁵sɤ³⁵	1133
4265	Allen2007-4265	Luobenzhuo	spider	tao⁵⁵sao⁵⁵lao³¹	1130
4266	Allen2007-4266	Zhoucheng	spider	tɔ⁵⁵kɔ³⁵ɕi³⁵ŋɯ²¹	1126
1648	Allen2007-1648	Jianchuan	spit	tsʰɿ⁵⁵	849
1649	Allen2007-1649	Eryuan	spit	tsʰɿ⁵⁵	849
1650	Allen2007-1650	Heqing	spit	tsʰɿ⁵⁵	849
1651	Allen2007-1651	Lanping	spit	tsʰɛ⁵⁵	849
1652	Allen2007-1652	Qiliqiao	spit	e⁴²(tʰɔ³¹wa⁴²)	850
1653	Allen2007-1653	Yunlong	spit	tsɿ³⁵	849
1654	Allen2007-1654	Xiangyun	spit	tsʰɿ⁵⁵	849
1655	Allen2007-1655	Luobenzhuo	spit	fe⁵⁵tʰao³¹	851
1656	Allen2007-1656	Zhoucheng	spit	tsɿ⁵⁵	849
2854	Allen2007-2854	Jianchuan	sprout (vb)	tʰɤ³¹	343
2855	Allen2007-2855	Eryuan	sprout (vb)	tʰɤ⁴²	343
2856	Allen2007-2856	Heqing	sprout (vb)	fɛ⁴⁴	344
2857	Allen2007-2857	Lanping	sprout (vb)	ŋɛ²¹	345
2858	Allen2007-2858	Qiliqiao	sprout (vb)	tʰɤ³¹	343
2859	Allen2007-2859	Yunlong	sprout (vb)	fɛ⁴⁴	344
2860	Allen2007-2860	Xiangyun	sprout (vb)	fɛ⁴⁴	344
2861	Allen2007-2861	Luobenzhuo	sprout (vb)	pæ⁵⁵	344
2862	Allen2007-2862	Zhoucheng	sprout (vb)	tʰɤ³¹	343
1279	Allen2007-1279	Jianchuan	stairs	nɯ²¹kou²¹	45
1280	Allen2007-1280	Eryuan	stairs	lɯ²¹ku²¹tʰi⁵⁵ka³⁵	50
1281	Allen2007-1281	Heqing	stairs	le²¹ku²¹	51
1282	Allen2007-1282	Lanping	stairs	ni²¹ku³³ti⁵⁵pa³¹	44
1283	Allen2007-1283	Qiliqiao	stairs	nɯ²¹tsɿ²¹tʰi⁵⁵	46
1284	Allen2007-1284	Yunlong	stairs	kɛ³⁵tʰi⁵⁵	52
1285	Allen2007-1285	Xiangyun	stairs	nou²¹tʰe⁵⁵	47
1286	Allen2007-1286	Luobenzhuo	stairs	qu⁵⁵tʰã⁵⁵	53
1287	Allen2007-1287	Zhoucheng	stairs	nɯ²¹ka³⁵	48
766	Allen2007-766	Jianchuan	stall	u³¹	1294
767	Allen2007-767	Eryuan	stall	u³¹	1294
768	Allen2007-768	Heqing	stall	u³¹	1294
769	Allen2007-769	Lanping	stall	wu³³(kɛ⁵⁵)	1293
770	Allen2007-770	Qiliqiao	stall	u³¹	1294
771	Allen2007-771	Yunlong	stall	wu³¹	1294
772	Allen2007-772	Xiangyun	stall	u³¹	1294
773	Allen2007-773	Luobenzhuo	stall	vʊ⁴⁴	1294
774	Allen2007-774	Zhoucheng	stall	tso³¹	579
2998	Allen2007-2998	Jianchuan	star	ɕɛ̃⁵⁵kʰo³³	852
2999	Allen2007-2999	Eryuan	star	ɕɛ⁵⁵ɣɔ³³	853
3000	Allen2007-3000	Heqing	star	ɕʰɛ̃⁵⁵kʰɔ³³	852
3001	Allen2007-3001	Lanping	star	ɕĩɛ̃⁵⁵kʰu⁴⁴	852
3002	Allen2007-3002	Qiliqiao	star	ɕɛ⁵⁵o³³	854
3003	Allen2007-3003	Yunlong	star	ɕɛ⁵⁵kʰɔ³³	852
3004	Allen2007-3004	Xiangyun	star	ɕɛ̃⁵⁵kʰɔ³³	852
3005	Allen2007-3005	Luobenzhuo	star	ɕã³³tɕi³¹	855
3006	Allen2007-3006	Zhoucheng	star	ɕɛ⁵⁵kʰɔ³³	852
2440	Allen2007-2440	Jianchuan	steal	ta²¹	246
2441	Allen2007-2441	Eryuan	steal	ta³¹	246
2442	Allen2007-2442	Heqing	steal	ta³¹	246
2443	Allen2007-2443	Lanping	steal	ta²¹	246
2444	Allen2007-2444	Qiliqiao	steal	ta³¹	246
2445	Allen2007-2445	Yunlong	steal	ta³¹	246
2446	Allen2007-2446	Xiangyun	steal	ta³¹	246
2447	Allen2007-2447	Luobenzhuo	steal	diɛ⁴²	247
2448	Allen2007-2448	Zhoucheng	steal	ta²¹	246
2080	Allen2007-2080	Jianchuan	steam (yams)	tsɤ³³	857
2081	Allen2007-2081	Eryuan	steam (yams)	tʂɤ³³	857
2082	Allen2007-2082	Heqing	steam (yams)	tsuɔ³³	857
2083	Allen2007-2083	Lanping	steam (yams)	tsu³³	857
2084	Allen2007-2084	Qiliqiao	steam (yams)	tsɤ³³	857
2085	Allen2007-2085	Yunlong	steam (yams)	dzɤ⁴⁴	857
2086	Allen2007-2086	Xiangyun	steam (yams)	kou⁴²	858
2087	Allen2007-2087	Luobenzhuo	steam (yams)	tɕʊ³³	857
2088	Allen2007-2088	Zhoucheng	steam (yams)	tsɤ³³	857
1792	Allen2007-1792	Jianchuan	step on	ta⁴²	859
1793	Allen2007-1793	Eryuan	step on	ta⁴²	859
1794	Allen2007-1794	Heqing	step on	ta⁴²	859
1795	Allen2007-1795	Lanping	step on	ta⁴²	859
1796	Allen2007-1796	Qiliqiao	step on	ta⁴²	859
1797	Allen2007-1797	Yunlong	step on	ta⁴²	859
1798	Allen2007-1798	Xiangyun	step on	ta⁴²	859
1799	Allen2007-1799	Luobenzhuo	step on	ta⁴⁴	859
1800	Allen2007-1800	Zhoucheng	step on	ta⁴²	859
2071	Allen2007-2071	Jianchuan	stick,glue	tɕʰa⁴⁴	167
2072	Allen2007-2072	Eryuan	stick,glue	tɕʰa⁴⁴	167
2073	Allen2007-2073	Heqing	stick,glue	tɕʰa⁴⁴	167
2074	Allen2007-2074	Lanping	stick,glue	tɕʰa⁴⁴	167
2075	Allen2007-2075	Qiliqiao	stick,glue	ŋa³⁵/tɕʰa⁴⁴	168
