ID,NAME,ISO,GLOTTOCODE,GLOTTOLOG_NAME
1126,"Proto-North-Adelbert",,,
1133,"Proto-Pihom",,,
1138,"Proto-Sub-Rai",,,
1141,"Proto-Isumrud",,,
1142,"Proto-Eleman-Koriki",,,
